local_row,local_split,local_id,ref_row,ref_id,dist
10203,train,2ca0fb1b3e47e250,1620,e1fdbb,1e-06
6277,train,0fc4758770570c39,11015,c99dfa,1e-06
532,train,477a8802b22196cf,5446,f8fed1,1e-06
4107,train,c6e1d23da2716b1a,9616,2d7baf,1e-06
1850,train,801cab4d6d6a9a68,1202,aa3606,1e-06
497,train,48177496b5ede1f9,6411,bf4381,1e-06
4768,train,a6c69c31e4729f7e,12549,8f356f,1e-06
9689,train,2aabe6e74338e6f5,13597,20048e,1e-06
1353,train,a7183d8f0d44eecd,6041,14ee69,1e-06
7658,train,90eedf2e4878a1f6,2789,954aaf,1e-06
8437,train,6b4675bb8fd34b72,5029,e46607,1e-06
8775,train,043587528f2b4d9c,2773,d1f6b7,1e-06
3119,train,4ca48b6ecdc6e37f,7319,0104c0,1e-06
952,train,1715e18fb73c24a9,6134,595e60,1e-06
5370,train,5d35a13df471ce15,1162,ac0d8b,1e-06
6962,train,9828b482c512b48f,6987,3129c5,1e-06
9492,train,8f0a78599d71114e,12339,5af4f3,1e-06
5490,train,9a025e7be306bdbd,5170,fae75f,1e-06
1627,train,ce5b3b256d519727,4928,2ccca3,1e-06
14105,train,57b67d293280bba8,12748,120905,1e-06
5956,train,47b4ac7fd01374a8,11020,7f7971,1e-06
7656,train,53277625e92a0a20,10903,9f2f70,1e-06
18,train,520007a70513357d,2126,52a0d7,1e-06
3529,train,28dcf97a32a1ab27,10634,7a91a5,1e-06
3140,train,66c38d51b9eff33c,5153,b2e713,1e-06
13781,train,c1436328a63daa85,1731,424e23,1e-06
10398,train,8371f3c073fe2b85,9743,788e95,1e-06
5772,train,4e9d85cfa65fb14f,4660,a0ced1,1e-06
1621,train,71b294039e49ebd4,4617,8400b1,1e-06
12745,train,1bd87e747e3e2d7c,1489,71b2d5,1e-06
2575,train,aad8405fd1d7ee0b,6934,ea2460,1e-06
207,train,882025a9ab3d62f7,2105,cd0ed6,1e-06
1877,train,e4497c1f7493ef91,3651,a50035,1e-06
12089,train,62f0684cea0f156d,4606,d624be,1e-06
223,train,8b8cfdb5e9d4a9b4,2190,460ae3,1e-06
7204,train,51cc5bc214bb8604,8060,dac85d,1e-06
729,train,00ad894b105b66c0,5234,21cb11,1e-06
4309,train,c8267065885f1898,11800,995628,1e-06
2264,train,543d480679ad986b,4697,ba25f8,1e-06
4856,train,c14b0c9769e3fc02,12707,2044b7,1e-06
1485,train,ec13f74959682079,2957,193df8,1e-06
11942,train,a3498f0f5379e6ef,8845,d79133,1e-06
2758,train,c5746a7f0f3a56c8,9501,804065,1e-06
1085,train,2ef3dc2e4b909038,10600,735e5c,1e-06
5388,train,445b6e904dc7fd38,8015,936137,1e-06
9973,train,19bd8ae30d3321d9,3860,9cde0d,1e-06
11542,train,4420697281464bd2,1133,5e26ba,1e-06
5413,train,2c9318b61d303035,3902,2e4137,1e-06
1779,train,13f08e2d7c9efb96,3991,714c56,1e-06
14510,train,a9e726e59298f904,1686,21fce1,1e-06
5575,train,4c1f3653144a862f,1344,c48fe3,1e-06
7486,train,2d0c430039b0b1fd,12647,d91b42,1e-06
12757,train,248a9c02795fd785,4389,c59d48,1e-06
10927,train,5dd21e0b9e6421f8,14166,2c74e4,1e-06
5339,train,c732ab49f026bdd7,8892,e7dddd,1e-06
1722,train,3f0c1382c656aa82,4425,a801cf,1e-06
6892,train,29332bc9baa7fb42,8125,446687,1e-06
14647,train,2841a73650be4265,5071,5a5e32,1e-06
13760,train,1bd95ff9dcacbe39,12376,c91f72,1e-06
12687,train,40bc5fb6dee490ba,13913,3687ec,1e-06
8204,train,1bc6cd634a52b0ad,13640,82f4f4,1e-06
12854,train,0664d85c0679bd68,352,3e727e,1e-06
11476,train,0f71fcf3181f37ee,1733,12a5b0,1e-06
11856,train,a96eee49955df614,9464,ccbbf9,1e-06
9049,train,f53ac61c0967cb58,7026,73af4a,1e-06
5426,train,bbd15a039908a411,4817,ed2a2f,1e-06
7446,train,2006244853ec1197,663,f9b1a6,1e-06
11017,train,fb5ca6956d53a66e,14016,28b712,1e-06
13196,train,a12fd53662fa5b34,1748,ffd06f,1e-06
5597,train,234035fecfcad1cc,4213,f92a9c,1e-06
6176,train,e3dc0c1befc3a3c0,540,522bfd,1e-06
11914,train,18cfaf4212b0cb27,13197,56afaa,1e-06
8074,train,e9fa3feae82d468b,12888,a75784,1e-06
14269,train,b8a94b23231cfe8b,1178,3c3aff,1e-06
1988,train,7f315c6bcc15be2b,13716,48bbf7,1e-06
2776,train,ddddd0c7e93e0894,14372,b71dcd,1e-06
3123,train,1450cadc423a196b,6221,7d9296,1e-06
13200,train,5b6977ecdfaf02a1,2471,524876,1e-06
7644,train,6f70241d0712b9ec,1063,f1de6b,1e-06
1229,train,c5deea490687bb16,13432,4ab4d2,1e-06
5684,train,633981b6e5dd1fa0,9505,9cef3c,1e-06
7571,train,398b2a1338f69b97,9626,9b7555,1e-06
12401,train,02a139f71fe5ca6b,2389,ec620a,1e-06
6793,train,659715701e5500ad,6555,97369d,1e-06
8333,train,0d6341087a2eec44,13650,e71792,1e-06
8295,train,0da50ecdbac02d1a,13223,84866e,1e-06
11667,train,d54c762551c81228,566,69a6aa,1e-06
2429,train,a4c5219df040ddef,10813,2d514c,1e-06
2821,train,10975f32d615107c,4829,3ede88,1e-06
13528,train,b9c6c1158360fe2e,7917,664602,1e-06
1276,train,fb3c0c3fd7f9b8dc,7536,bb70ce,1e-06
2544,train,048f9803fb4073b7,6810,66d2f9,1e-06
13068,train,142357afc59f4a28,509,6fd3a8,1e-06
7785,train,6686dd1b080896e1,1445,25c750,1e-06
4908,train,6258dca3e42b4d2e,10592,e00cc3,1e-06
74,train,6c40c0aa3f236c82,11748,dbaf5f,1e-06
2465,train,1c33f0a901e69836,6315,7160fd,1e-06
1807,train,21096c6d1b9f7e6f,6939,106b5b,1e-06
1465,train,80c89b28e51f644c,10112,8898f6,1e-06
9923,train,87336bc883f30549,12764,94cc5d,1e-06
8262,train,b76b233102dd356d,12739,504bff,1e-06
7745,train,ee62cf93c08d8639,3139,c9e550,1e-06
12061,train,f2bb9b0dfe4c4ec3,4404,b55b14,1e-06
5143,train,1b9b03ed71f234e9,4208,b6bdf9,1e-06
4902,train,9414689373cefec4,3455,8cf2c4,1e-06
6827,train,64db4955ca3e2eb2,4224,e34c91,1e-06
8363,train,55448c5db962441a,9603,97b1ed,1e-06
12160,train,c329ec6129ae28e9,8096,f91c80,1e-06
2773,train,13de275173ceec59,7800,b1a14a,1e-06
11139,train,d53f5f21850879a6,8946,c2b498,1e-06
10174,train,4166a5f2cd0fbf57,966,432924,1e-06
11226,train,c07dc7ae48c7bf69,641,7c4ccc,1e-06
9099,train,6c1dc75177b365f5,5286,281e5a,1e-06
7958,train,bc7505253240b883,10517,605e2a,1e-06
10504,train,948cb615f2d2e2d1,9579,25abbd,1e-06
13329,train,0c6e4fd30bfc17bb,765,72444f,1e-06
5122,train,08cea87db565deef,12894,9223b5,1e-06
1738,train,de2563eb14672377,7335,7696b6,1e-06
9676,train,f2fecbee7be70a65,14055,df692e,1e-06
10306,train,85a0a74d2d6afaa1,8722,3b52bc,1e-06
11032,train,8deb45896959638f,12329,408e38,1e-06
9581,train,bd001600c7a6e4cf,6896,6d7778,1e-06
9158,train,ce9cec8f044bae94,13845,bfcbe8,1e-06
6432,train,f23445a469dc88b3,1766,df8eec,1e-06
785,train,07d646f4265376ba,3422,c9ca31,1e-06
14884,train,49975fa23484651e,2042,c38263,1e-06
4983,train,82aa6dc7f944b7ef,3841,96815b,1e-06
5664,train,cd067662c9850e90,10436,ec9b6b,1e-06
11394,train,da68a288b35c173c,6272,037791,1e-06
14095,train,6b6cd09757f2bc58,13754,311464,1e-06
11274,train,cca5b0c63c5c6e25,7438,671437,1e-06
14500,train,b75e651bacc26b53,2169,968dce,1e-06
11600,train,d47390e4e2d04783,3349,f4c993,1e-06
2638,train,59dd5bff14ea69f4,3988,a726f3,1e-06
13593,train,56702272905118a7,607,4bb5a3,1e-06
14476,train,a0732a9b120c1f7f,14104,fbb6f4,1e-06
2389,train,f8ca9b5010afae74,2865,dda515,1e-06
4912,train,4e0b1408ab64128b,7195,76254c,1e-06
8727,train,719be10bcda566e2,13262,6787f6,1e-06
10967,train,101693b60ccf329b,423,427726,1e-06
14720,train,2541c21a03d8c2cb,737,54c25d,1e-06
6600,train,53e09616e700b532,9740,3327b9,1e-06
13436,train,d0af3b90a90bcf78,2376,84840e,1e-06
11801,train,e252606a3a5547c2,10039,1c30b2,1e-06
11197,train,048bf58baada5d67,13473,84c771,1e-06
5817,train,bc4f1b77cd4b7ffc,931,e12914,1e-06
13062,train,4cbec960d41947bd,5017,0a6a8f,1e-06
9613,train,7e514bcfa4512e4c,604,76b5b1,1e-06
7494,train,348365aa8dbea3a4,4174,91f6e2,1e-06
5436,train,d839f59fe6c9a35d,8479,a9e2fe,1e-06
185,train,5588894ae63877cb,10731,bd463a,1e-06
2391,train,d9a570e175eca2ca,6665,8e9316,1e-06
12418,train,f04ce19f67ec1bfd,3512,bfc4cd,1e-06
10152,train,3cd6c1bdf7ed2dce,660,bb888c,1e-06
675,train,528f5f3a56a16e5c,3238,007d1e,1e-06
14140,train,39b93d17963aee0c,9483,45a53d,1e-06
13910,train,daf52e4220009d54,3020,a25acb,1e-06
2520,train,d0c40a84b1ea2522,4796,a7feb3,1e-06
9532,train,d675add168a8cb0b,13841,af2bec,1e-06
3436,train,7d561abcf3c11645,12899,c8e113,1e-06
10401,train,efb655acad8c5729,9654,b77f93,1e-06
7907,train,1ed12cfc763f5956,2149,0e95bd,1e-06
3301,train,bee9c87e8e393abf,13341,f61e05,1e-06
7373,train,0ba5271d043e435d,11690,cd89dc,1e-06
6454,train,a61a13cf112899b5,9100,54c9e0,1e-06
8934,train,08e51cfd3c4cc0bc,674,c08f0e,1e-06
1128,train,082c076190e9a6f8,3839,1c379f,1e-06
448,train,ea1f64b62387ad3d,4781,15dcf9,1e-06
3342,train,87b2d93e3a02dd64,2172,8260d7,1e-06
7689,train,d1ba0fe9e6a430c1,804,0b2ae4,1e-06
10639,train,f1eebb5d6c42e00d,5853,1d3313,1e-06
5922,train,00778ca8488c378b,2588,02e624,1e-06
11382,train,239978f47adb960a,2835,6f1608,1e-06
1772,train,41d350ea6eeda509,7524,f0026d,1e-06
6877,train,432006d327ea69f2,6244,d1ed60,1e-06
4747,train,805a7ab581ce8ba4,14140,384b65,1e-06
3498,train,b9282cfd215d202e,6293,b73911,1e-06
9703,train,b52b84732e58195d,7318,212457,1e-06
9431,train,20f94805b5f8c840,11793,b61891,1e-06
9373,train,7660765aeb423002,6076,a652d8,1e-06
3668,train,91f7a94452816170,10182,fc3616,1e-06
4328,train,ba4f161dacb0de01,10855,d93459,1e-06
10211,train,9caeb246b6e3222f,351,0c3065,1e-06
2705,train,92ce75858284b14f,6708,a40278,1e-06
2832,train,fb1bd8477fe57a73,4756,9c193e,1e-06
8163,train,2f7fc3580a11e217,1550,5bb2aa,1e-06
12241,train,400b6528549d968a,8097,0d1c44,1e-06
3858,train,ab443f346661a19d,5856,c5c018,1e-06
3497,train,890c4ed290f7a1a7,9220,941ce6,1e-06
9831,train,3f33847b55bae934,7692,0e8bed,1e-06
7797,train,15cc0421ead53be0,8270,ada030,1e-06
6491,train,97505c94d4de80ba,1095,0dc9da,1e-06
6797,train,3141e706fb9eaa49,9096,aab48e,1e-06
9375,train,75dda74f64cdd06b,1270,4b9474,1e-06
3816,train,ca438e055d6e2604,10095,f81c67,1e-06
11233,train,9007d8fa307ecc5f,12445,ad609e,1e-06
9969,train,c8a904e2dda27260,10581,bea60e,1e-06
8062,train,209d5db6ff826744,6316,c5e598,1e-06
14354,train,085a0b721efb820f,6057,69d1ef,1e-06
629,train,be0127f4fa66e017,616,ea8f74,1e-06
2907,train,20b0f033af6a66ad,6684,585805,1e-06
10185,train,f248779a36dec083,10968,eac051,1e-06
10719,train,0a2cf1fe9110dcc7,5365,66f779,1e-06
7547,train,7bcc5eff1a715106,8700,f6dd1b,1e-06
2010,train,34af797668de7a79,10774,23b0c4,1e-06
2951,train,8570e4bcfa8be62b,10467,be2b6c,1e-06
12481,train,7ac4760c617e7476,1962,21377e,1e-06
8559,train,4488565b837ebcb8,5224,6fcf98,1e-06
3630,train,1b324fe0b311774e,8263,ade791,1e-06
9600,train,c303096bcc98803c,7273,28e43b,1e-06
3561,train,3c19a64f9bb3cc14,1201,da535b,1e-06
7531,train,065ed6cd44e3935b,12769,0c893d,1e-06
10601,train,7a1a978945469546,4163,26ee17,1e-06
13816,train,20841580ea0edb00,11219,1bbace,1e-06
7801,train,9e7fbdbb45acc940,1172,3764d8,1e-06
7714,train,ef6dc11828e7b9c1,4360,3df9cc,1e-06
14283,train,4d099376cfa21c96,2524,956758,1e-06
7615,train,9a963773fd1b0e97,190,9fb430,1e-06
10027,train,b93174a38d1ddf93,4121,1e8fe4,1e-06
9182,train,0a7715693328579b,6902,62037f,1e-06
9968,train,10c52da5153e3866,3779,54c536,1e-06
6758,train,23c653960b15466b,3814,7cbe15,1e-06
14491,train,25fa967c8c92f2e0,399,d0b5e0,1e-06
11874,train,3f0d5763b9972d6b,2495,bae5e3,1e-06
14355,train,1931627c6d2c6377,3,ca9e24,1e-06
13641,train,8949687cf4aa0da0,11177,97d8be,1e-06
4745,train,b381d94118c137ea,5964,f167bf,1e-06
7835,train,aa7241ae902befe3,5538,43f916,1e-06
2847,train,95c8a862f00291ca,1833,1f7fc0,1e-06
10371,train,8a11307cf898f734,7789,6939fe,1e-06
6292,train,ec54bb8593fcba60,14119,d3a1c9,1e-06
1053,train,31ba0148a445da73,8736,8780be,1e-06
10132,train,6f0a0ed9722abfc3,684,74cb99,1e-06
2719,train,158cab309a502d5a,5128,4eec58,1e-06
4362,train,aa7d2d3e4b55386d,11467,24cda0,1e-06
4869,train,42056bf9f09a808f,1065,8ba58c,1e-06
13906,train,75a6968662002bff,592,8fa6ab,1e-06
2968,train,b765be6c3f6a6e7e,4941,c52583,1e-06
3115,train,ba0a8e476971c864,6997,8487c1,1e-06
12710,train,7c06f72c9611e60f,13435,36be5c,1e-06
10949,train,c84e52df272129f9,9737,35cac7,1e-06
3945,train,e4d2db3dc461e810,4365,ba8390,1e-06
8978,train,71cef2565b54f67c,4838,653fce,1e-06
8615,train,1b7304bab7ff2e0b,6901,777537,1e-06
13260,train,d9727e79ea1caa2e,12521,7e9ffb,1e-06
11506,train,2ef3bdda04759cf7,11668,bee711,1e-06
1259,train,0171824cdbc28b85,1117,6a3157,1e-06
8149,train,880f85d873479b45,6495,49b2cd,1e-06
8749,train,136ebf94fc008628,6996,0fcb70,1e-06
7428,train,22a822b2508766c1,13280,38dc00,1e-06
1462,train,fe3bc354317101e7,8993,32c8d2,1e-06
12350,train,6dd282fe3736b0c3,6686,02a6a8,1e-06
10259,train,6144650f25de5533,8511,70be2e,1e-06
7628,train,26d3416489f1c256,14465,9d4693,1e-06
5371,train,d2a347f90d2ab73d,14237,d26cc0,1e-06
14084,train,e7425dae981f5212,779,c8d89a,1e-06
12376,train,285c0546dce4f098,1690,6db9c7,1e-06
6014,train,8f7a053b440194f1,14265,d07608,1e-06
14479,train,2ebe1502a2b819f0,2617,a0b461,1e-06
11790,train,97a67e61b02b7092,6609,09dec5,1e-06
13855,train,a5b572654efa4c0a,6539,6c0adf,1e-06
8877,train,c3b0c07a771fb124,10297,29218a,1e-06
7945,train,9efe11c7fe6b6469,6532,b5e679,1e-06
7737,train,70eea6732e06006f,1180,d3720d,1e-06
774,train,c01e2712ab4f45ba,9027,2184b8,1e-06
11155,train,8dbca91291340209,7498,4d6f2d,1e-06
7350,train,323309f596ec5413,14380,134887,1e-06
11376,train,8a8c24893b2e057a,1125,87636d,1e-06
3332,train,cc9f7b2f4e9bb9e3,9052,826d58,1e-06
11791,train,d39725ab748f907c,14365,220d10,1e-06
8930,train,7f34607cfb4f9162,89,0be699,1e-06
4219,train,fb09ff10d774fc28,14,9a1fdd,1e-06
7094,train,ea9800bf1aa19d4c,4184,d19f2b,1e-06
11569,train,b0a24900185fcd71,9351,578286,1e-06
10972,train,39f6a9034fa778f8,6639,f06c13,1e-06
4404,train,7bd6440e66fe6787,4933,6d935e,1e-06
10585,train,9ffcfbc155a61f1a,3692,b65b94,1e-06
13896,train,c83acbd2f050345b,13732,635e78,1e-06
11703,train,e98cd7bdcd867fd1,144,ab4aa9,1e-06
5351,train,a2905b1680011871,4011,c8982a,1e-06
9890,train,c096d78cf5ca72b7,14109,873078,1e-06
4812,train,11273d1533155018,1894,705251,1e-06
932,train,d3b87eed8e807505,8472,b01689,1e-06
6874,train,b4230a4a0a4a3477,4984,257ce4,1e-06
3604,train,8dbddbb7e33ba843,117,e169a4,1e-06
3369,train,1227631d5646ccb1,7068,052cae,1e-06
2487,train,60dba765ea99c62f,3668,12928f,1e-06
6030,train,12e9feda46769343,14518,484bc2,1e-06
13377,train,f26f3de7ed772df2,11293,2c0137,1e-06
8040,train,a659d465dbf75869,12399,962e21,1e-06
2986,train,5fac4baf04af2b1e,1377,9ac3b0,1e-06
10064,train,568d2e0928d8990b,10137,8df07a,1e-06
11590,train,02c408449238349b,12415,fa871b,1e-06
11553,train,867c34f0389823ac,9785,3eb79d,1e-06
9041,train,bb89da0df6e7561d,14280,d2c427,1e-06
120,train,6a8ab5c1ca828776,2429,854b1d,1e-06
11734,train,ce3cc3e3f46dcd5a,10892,6f2b66,1e-06
7614,train,db4ed4eaf2296c17,7799,9b68cf,1e-06
11763,train,6844aca51045f7ca,11296,a7ea78,1e-06
14174,train,da234fdd72985302,7651,d31d9a,1e-06
2042,train,844f045de71a39dc,5522,aa8a13,1e-06
12947,train,51cedf4378838263,1736,bc8218,1e-06
14314,train,0eb3f570fb3d5ade,3328,6f90d2,1e-06
709,train,ce97f7cd56bc3627,11331,3628e9,1e-06
10808,train,93a550d19cdc548a,12799,7cbfc5,1e-06
3234,train,64709ca6d301b847,11344,80a5bd,1e-06
9262,train,674c4cb4d0122285,1516,6c43cd,1e-06
2411,train,ddcf1ccd5a4fa5cb,2991,2c99bd,1e-06
3671,train,f809252f17a92795,6247,64a4a6,1e-06
908,train,c01d0d1093e83680,13862,dc7038,1e-06
3532,train,f4357f21392b0bf8,8863,5fbd67,1e-06
12512,train,1760d212c93b978e,7032,6ef8c9,1e-06
14595,train,6dedc62dc28759e5,439,a623af,1e-06
13136,train,a1e767a646981724,4337,aef763,1e-06
7437,train,a318a8d3fa3b7ea8,11265,c8fd23,1e-06
