id,month,days,region,cc,condition,t1,t2,t3,r1,r2,V,code,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,c1,c2,max_g,age_range,livability,source,grades,w1,w2,version,label
8fcd230f11b8d628,M2,10903.36570000,f09d,1210.10000000,1.06210000,0,1,4.93E,0,0,10.20660000,B,0.00325450,0.05091135,-0.01546507,0.00450804,0.00048218,0.01890564,-0.04440692,-0.01814453,-0.03732067,0.07057754,0.00169531,-0.01854673,-0.01779192,0.09170655,0.11840774,0.01697973,-0.00137279,0.06907192,-0.87309632,104.24410000,1.20000000,1,1,1337419.93000000,8,0.11627017,CAR_2|ENG_262,ss,0,1,v2,0
2c37efc18af99462,M1,3025.89550000,8a21,1527.37000000,0.08336600,1,0,5.23P,1,1,12.58380000,C,0.06199568,0.01807681,0.04329608,0.03026161,0.00030261,0.09196630,0.03381367,0.05542887,0.07769637,0.04642914,0.07663591,-0.01546060,0.01773858,0.03740685,-0.09021636,0.00711340,0.04676908,0.06879649,-1.14343536,158.25640000,0.00000000,0,0,1726673.28000000,4,0.05176374,CAR_0|ENG_709,sss,0,1,v9,0
35348148951956d1,M2,9326.42470000,f09d,1213.78000000,0.36578300,0,1,4.7E,0,0,10.50020000,C,0.05484424,0.02578863,0.01758363,0.01630186,0.03139024,0.10146006,-0.05187456,0.00256465,0.06621697,0.03191358,-0.00859259,0.07672773,-0.04295304,0.07893022,0.02173626,0.00663717,0.00027980,0.06876454,-0.08678413,110.25000000,0.36000000,1,0,1338156.69000000,1,0.11627017,CAR_10|ENG_651,ss,0,1,v1,0
a7b724c0374013b6,M2,3792.65170000,1d96,972.08000000,1.12308200,0,1,4.79P,0,0,9.91900000,B,0.00685468,-0.09016841,0.00287461,0.03807289,-0.00313893,-0.04450950,0.03903591,-0.03848879,0.00168248,-0.11176069,0.02777285,0.00801490,0.00662496,-0.07995969,-0.05524211,0.07668265,0.01365043,0.04136221,0.40421393,98.40640000,-0.68000000,1,1,1334616.42000000,5,0.47098715,CAR_5|ENG_062,ss,1,0,v13,0
480e310d4cc3bae1,M2,9167.83950000,8a21,1156.93000000,0.90893400,0,0,4.92E,0,0,10.20790000,B,0.00082734,0.05840469,0.01068326,0.03909098,0.02629155,0.09995206,0.01696795,-0.05377164,-0.02748804,0.10380581,0.03582432,0.01841669,-0.00380745,0.10115999,0.05794818,0.00560345,0.04920754,0.07586930,-0.30006396,104.24410000,-0.92000000,1,1,1326786.75000000,3,0.05176374,CAR_2|ENG_262,ss,0,1,v2,0
4dfda5235ab59656,M2,1780.84410000,f09d,755.23000000,0.40823000,0,1,4.73P,0,0,7.69820000,A,-0.02158249,-0.06294802,-0.03549831,0.03788604,0.03142391,-0.06097202,-0.03245997,-0.05849109,-0.02766806,-0.13714795,-0.09814403,-0.04129659,-0.03146635,-0.10307178,-0.03417895,-0.08350177,-0.01955084,0.03226408,-0.71036546,59.29000000,0.48000000,1,1,1176646.00000000,4,0.11627017,CAR_1|ENG_591,ss,1,0,v1,0
45f56757f943d5e2,M2,5784.96840000,6645,831.72000000,0.78472300,0,1,4.59P,0,0,7.69910000,A,0.00405895,-0.09585783,-0.02975231,-0.01567105,-0.01963222,-0.13549679,0.01463008,0.01626424,-0.02677292,-0.11928555,-0.13255592,-0.09090302,0.01065969,-0.10728049,-0.03377556,-0.04359114,0.01212085,0.03662797,-0.84660115,59.29000000,-1.16000000,1,1,1191944.54000000,2,0.07000273,CAR_1|ENG_591,ss,1,0,v1,1
ea3e5c59bf6ca031,M2,729.05620000,2a36,1220.76000000,0.57275600,0,1,4.77E,1,0,10.50140000,C,0.00138354,0.07994686,-0.02679625,0.00388993,-0.00652461,0.04518515,-0.03554861,-0.03650248,0.06434053,0.06294884,0.02142689,0.00738043,0.02778266,0.07512248,0.04444082,0.05351247,0.01665085,0.06353067,-0.79749959,110.25000000,1.60000000,1,0,1339551.28000000,7,0.23945857,CAR_10|ENG_651,ss,0,1,v1,0
520007a70513357d,M1,10760.50130000,f09d,1461.79000000,1.11779200,1,0,5.05P,1,1,12.58340000,C,0.03561201,0.07864443,0.02591855,0.03396302,0.04897717,0.04187323,0.02285155,0.05610193,0.07540835,0.05706068,0.02732155,0.01688587,-0.02313513,0.10588591,-0.04822220,0.07483474,0.04262828,0.07070434,-0.03719634,158.25640000,1.32000000,0,0,1713558.47000000,8,0.11627017,CAR_0|ENG_709,sss,0,1,v1,0
5fad45a124e55ed5,M2,10799.07600000,f09d,1155.11000000,0.20711300,0,1,4.76E,0,0,10.20670000,B,-0.03699907,0.04316123,-0.03327410,0.05083626,-0.05030106,0.09988878,-0.00114784,0.01148655,0.02590405,0.10073150,0.05474232,0.00227468,0.00004116,0.01520918,0.08863894,0.04043749,-0.01707669,0.05623245,-0.87680804,104.24410000,0.24000000,1,1,1326422.70000000,7,0.11627017,CAR_2|ENG_262,ss,0,1,v15,0
b0614db157d540f9,M2,91.16350000,1d96,753.34000000,0.10633600,1,1,4.72P,0,0,7.69700000,A,-0.01618622,-0.08282612,-0.04006824,0.00985755,0.02068776,-0.05987049,0.02022823,-0.04145306,-0.04060329,-0.06547098,-0.07239535,-0.06179202,-0.02994750,-0.10058844,-0.08542270,-0.12930235,0.04695757,0.03647469,0.80602478,59.29000000,0.12000000,1,1,1176267.11000000,3,0.47098715,CAR_1|ENG_591,ss,1,0,v1,0
b3dfe2dc7c0a513f,M0,7661.26310000,f167,1006.57000000,1.45657000,0,0,4.86E,1,0,8.77780000,A,-0.06738568,-0.15572405,0.03470556,-0.17249667,0.04752923,-0.10031113,-0.03239146,0.03442845,-0.03790610,-0.13693966,0.05682939,0.01340672,-0.04412768,-0.11109099,0.06778040,-0.01150156,-0.00010822,0.06369475,-0.99438790,77.08840000,-0.32000000,1,0,1156313.93000000,4,0.07960077,CAR_4|ENG_899,ss,1,0,v15,0
ace9de7157d1461e,M2,1115.84820000,f09d,1171.17000000,1.62317200,0,1,4.95E,0,0,10.20550000,B,-0.03341967,0.06949507,0.01766797,-0.02425249,0.00564186,0.05519195,-0.00368163,0.00929150,-0.06413215,0.03440242,0.01609587,0.03297522,-0.03440682,0.07362245,0.07137009,-0.00341475,0.05010974,0.06990535,0.45079243,104.24410000,0.92000000,1,1,1329634.49000000,2,0.11627017,CAR_2|ENG_262,ss,0,1,v1,0
460af30146dd6f55,M2,10210.14650000,fa70,1221.55000000,0.67354900,0,1,4.83E,0,0,10.20790000,B,-0.00908640,0.11175771,-0.01900632,-0.01683267,-0.01841087,0.07073678,0.03499308,-0.01166979,-0.02748565,0.08129521,0.03696780,0.06977609,0.01284048,0.09576624,0.11646591,0.05061121,0.01716013,0.07148464,0.23177569,104.24410000,-0.28000000,1,1,1339709.85000000,2,0.47171179,CAR_2|ENG_262,ss,0,1,v3,0
20542ff1f7898fa9,M4,1284.94100000,f09d,1526.20000000,0.27719700,0,1,4.93E,1,0,10.16360000,C,-0.05212990,0.02225698,0.01657803,0.01145884,-0.01495456,0.09693825,0.00846797,-0.02138861,-0.00796357,-0.04024562,-0.00474058,0.03080679,0.00544229,0.08617375,0.07189395,0.06366332,-0.01473353,0.09110496,-2.26389054,103.22560000,0.24000000,1,1,1056439.30000000,1,0.11627017,CAR_6|ENG_331,ss,0,1,v2,0
0f4902c59f9211b7,M2,3557.72340000,9685,751.59000000,0.10458700,0,1,4.47P,0,1,7.69940000,A,-0.05869060,-0.07693953,0.02257237,-0.01943525,-0.03030329,-0.05085446,-0.02150592,-0.02657586,-0.01842601,-0.12961191,-0.12428343,-0.12305086,0.00646116,-0.12472376,-0.03239994,-0.10356730,0.04751672,0.03943295,-0.07721643,59.29000000,1.12000000,1,1,1175917.38000000,4,0.36523106,CAR_1|ENG_591,ss,1,0,v1,0
19b78599222f86c7,M4,3351.48140000,fafc,1463.15000000,1.61414600,0,1,4.82E,0,0,10.16300000,C,-0.00256013,0.07341514,-0.03739333,-0.01136375,-0.01348069,0.01921226,0.00582915,0.02495346,0.07722720,-0.04382934,0.01207076,0.06865325,-0.01930340,0.08333222,0.09001106,-0.00764240,-0.02833685,0.09774745,2.98094632,103.22560000,2.92000000,1,1,1043829.19000000,4,0.10251572,CAR_6|ENG_331,ss,0,1,v11,0
5bd760766805bdc9,M1,6861.08800000,f09d,1516.45000000,1.77244600,1,0,5.25P,1,1,12.58350000,C,0.06308409,0.04561422,-0.01410942,-0.00299186,0.03640666,0.07752602,0.05580296,-0.01070663,0.06184074,0.02150633,0.06884358,0.03965426,-0.04941176,0.06890503,-0.07826305,-0.00273184,-0.04194336,0.06770853,0.22637594,158.25640000,3.04000000,0,0,1724489.24000000,4,0.11627017,CAR_0|ENG_709,sss,0,1,v3,1
01fc552d69f687e6,M1,10118.11250000,f09d,1503.23000000,2.15923100,0,0,5.31P,1,1,12.58550000,C,0.08276815,0.11224284,0.03591247,0.04484999,-0.01529596,0.10586397,0.06398720,0.05973960,0.03101846,0.08572073,0.03489504,-0.00326748,0.02211187,0.01085291,-0.01211124,0.05963087,-0.02080677,0.07418124,-1.19123025,158.50810000,0.52000000,0,0,1721846.23000000,3,0.11627017,CAR_0|ENG_709,sss,0,1,v1,0
41c793b86bb16fb7,M2,8077.40300000,1d96,767.58000000,0.32057900,0,1,4.47P,0,0,7.69740000,A,-0.05548234,-0.09260186,-0.02915108,0.03766805,0.01789354,-0.04642648,0.01245369,0.00858605,0.00570690,-0.10563897,-0.12082054,-0.11539636,-0.00975417,-0.05414346,-0.04082285,-0.12639927,0.00242702,0.03945326,-0.93699318,59.29000000,1.36000000,1,1,1179115.71000000,4,0.47098715,CAR_1|ENG_591,ss,1,0,v1,0
7c3355dcddae4aa8,M2,10192.63370000,6645,1158.44000000,1.21043800,0,1,4.9E,0,0,10.20790000,B,0.01031523,0.08303519,0.03405448,0.02447387,-0.05625517,0.11174665,0.00114100,-0.02084943,-0.05517103,0.10049795,0.00494048,0.03728383,0.02063111,0.09036781,0.05352047,0.01834997,-0.01793917,0.05761085,-0.67027074,104.24410000,0.44000000,1,1,1327087.67000000,3,0.07000273,CAR_2|ENG_262,ss,0,1,v1,0
daa280e702d5bd3c,M2,10456.26760000,f09d,1213.18000000,0.36518100,0,1,4.82E,0,0,10.20660000,B,0.02494738,0.04807727,-0.00287701,-0.01717263,-0.01980121,0.10594164,0.03218330,0.02394206,-0.00202314,0.02528554,0.01678987,0.00251043,0.00126059,0.09939425,0.03762265,0.05929482,-0.00910720,0.07365330,-0.20544706,104.24410000,-1.64000000,1,1,1338036.26000000,1,0.11627017,CAR_2|ENG_262,ss,0,1,v2,0
13b8da48d5ce06bd,M2,4307.26400000,908d,779.28000000,0.13227600,0,1,4.53P,0,0,7.69890000,A,0.00958426,-0.11787035,-0.03213630,0.02532500,-0.03369770,-0.06747595,-0.03584382,-0.01714568,-0.00415083,-0.13638335,-0.07880013,-0.08570562,-0.02970597,-0.13467382,-0.02472181,-0.13202896,-0.00749412,0.03709161,-0.05550066,59.29000000,-1.88000000,1,1,1181455.20000000,1,1.00000000,CAR_1|ENG_591,ss,1,0,v1,0
2a7ec7f469025b41,M2,10237.57000000,1d96,1205.10000000,1.25709800,0,1,4.69E,0,0,10.20670000,B,0.02459333,0.11340092,-0.00069275,-0.00859843,-0.01921152,0.09813803,-0.02313689,-0.00638481,0.03236936,0.06844275,-0.01617998,-0.00539160,0.02653531,0.01220240,0.08191612,0.02617296,0.02287921,0.06111742,-0.30028325,104.24410000,0.44000000,1,1,1336419.53000000,3,0.47098715,CAR_2|ENG_262,ss,0,1,v1,0
d13857ef3e42b86f,M2,2047.96150000,f09d,956.25000000,0.20724700,0,1,4.69P,0,0,9.91680000,B,-0.01386574,-0.10168271,-0.01791550,-0.01514355,0.01676483,-0.08634561,-0.00160016,-0.05820513,-0.03475023,-0.06842371,0.06910624,0.05414447,-0.01928394,-0.05444013,-0.08558119,0.02228653,0.03845585,0.03718702,-0.27703943,98.40640000,0.24000000,1,1,1331449.42000000,3,0.11627017,CAR_5|ENG_062,ss,1,1,v5,0
43f7fa219bda232d,M1,2372.78710000,908d,1516.09000000,1.57209100,1,0,5.13P,1,1,12.58320000,C,0.02017331,0.07002205,0.02755855,-0.01422184,0.05784664,0.03342065,-0.01323823,-0.02582532,-0.00774535,0.02032261,0.01487764,0.01848908,-0.02597743,0.08646453,-0.05081663,0.04654635,0.01027970,0.07022233,-2.35382259,158.25640000,0.80000000,0,0,1724418.24000000,1,1.00000000,CAR_0|ENG_709,sss,0,1,v13,0
35ec3095f92540a5,M2,705.02880000,908d,1182.68000000,0.33467600,0,1,4.65E,0,0,10.20610000,B,0.01208868,0.02460629,0.00367967,0.00493475,-0.02503130,0.06883129,0.02790049,-0.00374360,-0.03488726,0.03783805,0.03416604,0.01674044,-0.03321011,0.06550340,0.03338334,0.01937204,-0.03333355,0.06408557,0.62902272,104.24410000,1.36000000,1,1,1331935.21000000,1,1.00000000,CAR_2|ENG_262,ss,0,1,v2,0
a00c819ee6610491,M2,9736.90030000,fafc,1224.41000000,0.57641500,0,1,4.77E,1,0,10.44530000,B,0.08626089,0.02067324,-0.04050237,-0.01380519,0.05741145,0.06391034,0.05277404,0.01761944,0.01911588,0.07252665,-0.01984569,0.04680094,0.03517795,0.07308247,0.11649106,0.04084261,-0.00127311,0.05980275,0.51353978,109.20250000,1.60000000,1,0,1415282.98000000,6,0.10251572,CAR_3|ENG_467,sss,0,1,v3,0
f4197fda8fd9ce76,M2,5959.60880000,2a36,984.86000000,0.43586200,0,1,4.62P,0,0,9.91780000,B,-0.02916669,-0.14307005,0.00598749,-0.02924100,0.02991267,-0.10215884,-0.04714742,0.01092879,-0.03868047,-0.09541397,0.00026251,0.02409533,0.04921060,-0.13261118,-0.02018506,-0.01212250,-0.00481889,0.03790914,-0.43545481,98.40640000,-1.52000000,1,1,1337172.32000000,2,0.23945857,CAR_5|ENG_062,ss,1,0,v1,0
88beee07a28b39ea,M1,10856.41310000,fafc,1510.45000000,1.36644900,0,0,5.12P,1,1,12.58420000,C,0.07306259,0.02543848,0.05419206,0.03688998,0.05229994,0.02193617,0.05964710,-0.02036962,0.05634308,0.08482038,0.07709552,0.05045855,0.01669415,0.02653647,-0.08367634,0.00768516,0.04038708,0.05617608,-1.44918815,158.25640000,2.56000000,0,0,1723289.78000000,2,0.10251572,CAR_0|ENG_709,sss,0,1,v17,1
6df9633f0de18816,M2,4947.08070000,9685,834.41000000,1.08740800,0,1,4.46P,1,0,7.69840000,A,-0.05402840,-0.10834293,-0.04128681,-0.02392999,-0.03804266,-0.04527913,0.02116244,-0.01179260,-0.05909929,-0.09565376,-0.04110083,-0.08500822,0.00350672,-0.07417309,-0.08313345,-0.07803496,0.01287959,0.03373386,-0.70093492,59.29000000,1.20000000,1,1,1192481.58000000,3,0.36523106,CAR_1|ENG_591,ss,1,0,v1,0
03d544fc46bccf70,M3,6979.64070000,9685,1512.07000000,0.26406900,0,1,4.85E,0,0,10.66450000,B,-0.02812005,0.06904200,-0.00430547,0.00504788,-0.02500561,-0.06508959,0.00130360,0.03278262,0.01986923,-0.07726684,0.01355322,-0.00843179,0.02380221,-0.05727172,-0.03179856,0.01955312,0.03966184,0.05826734,-3.06206168,113.63560000,1.24000000,1,1,1492813.74000000,1,0.36523106,CAR_9|ENG_811,ss,0,1,v1,0
6d48956b6ae014cd,M2,865.28300000,2a36,979.65000000,2.03065200,0,1,4.82P,0,0,9.91660000,B,0.01301932,-0.09330633,-0.01835114,0.00565818,0.00529519,-0.06829447,-0.00381156,0.03693589,0.03300969,-0.11243910,0.04503612,0.02207130,0.00778528,-0.09824401,-0.04892590,0.00669382,0.04452184,0.03317851,-0.24594954,98.40640000,3.40000000,1,1,1336130.41000000,2,0.23945857,CAR_5|ENG_062,ss,1,0,v3,0
d0eb1f0b4af4fb02,M4,10784.83330000,fa70,1461.22000000,0.91222000,0,1,4.95E,0,0,10.16260000,C,-0.05291729,0.09202630,0.00972341,0.01622912,0.05452249,0.07923157,-0.03657276,0.01529145,0.06624257,-0.05511541,0.04296944,0.04432531,-0.03600035,0.09675754,0.07238079,0.00530990,-0.03362965,0.09494443,-0.92496848,103.22560000,1.08000000,1,1,1043444.09000000,3,0.47171179,CAR_6|ENG_331,ss,0,1,v1,0
064a4f792ebd3010,M2,2562.94570000,8a21,787.73000000,0.44072800,0,1,4.53P,0,0,7.69770000,A,-0.06070340,-0.14914960,0.00967871,-0.01229163,-0.03724895,-0.05741833,0.04057235,-0.05880772,-0.05337265,-0.12700061,-0.08920771,-0.10425267,0.00563053,-0.13048750,-0.03756123,-0.06926805,0.02358974,0.04114683,-0.55086496,59.29000000,1.48000000,1,1,1183145.62000000,3,0.05176374,CAR_1|ENG_591,ss,1,0,v1,1
c417f3b3eb38b43f,M4,544.22730000,2a36,1247.20000000,0.19919700,0,1,4.72E,1,0,10.44500000,B,0.00422045,0.01682623,-0.01019121,-0.01386289,0.04795997,0.01950193,0.02573043,0.02747144,0.00181093,0.08120802,0.04857508,0.03229612,-0.01684940,0.05204947,0.06535230,0.05460319,0.04131428,0.07214537,0.17900041,109.20250000,1.12000000,1,0,1419839.49000000,1,0.23945857,CAR_3|ENG_467,sss,0,1,v2,0
86f5536db38cd9a0,M2,2095.13540000,908d,778.96000000,0.13196400,0,1,4.59P,0,0,7.69730000,A,-0.02967090,-0.13818143,0.00746618,0.03946385,-0.02481300,-0.11021799,-0.03919304,-0.00743552,0.02056126,-0.05970653,-0.11569181,-0.11920071,-0.00057154,-0.04129786,-0.09039248,-0.07790737,0.00769404,0.03503764,-0.27680033,59.29000000,0.12000000,1,1,1181392.88000000,1,1.00000000,CAR_1|ENG_591,ss,1,0,v1,0
e53322c29ee7db04,M2,282.44260000,1d96,832.39000000,0.18538800,0,1,4.59P,0,0,7.69800000,A,-0.02950172,-0.09712335,0.01141435,0.05410030,0.00401108,-0.11432306,0.03606836,-0.04447907,-0.06419492,-0.07920366,-0.08831179,-0.04701837,0.00779527,-0.08250625,-0.03099818,-0.09105734,-0.00812286,0.03707021,0.19156227,59.29000000,-0.88000000,1,1,1192077.67000000,3,0.47098715,CAR_1|ENG_591,ss,1,0,v1,0
f4cbd8eb9125b7cf,M2,574.30290000,aa48,820.91000000,0.07390500,0,1,4.58P,0,0,7.69800000,A,0.02860789,-0.06984090,-0.01185574,0.02288703,0.00212553,-0.11324807,-0.05395256,-0.00748925,-0.01808116,-0.08530164,-0.11865012,-0.04836388,0.00961146,-0.06252827,-0.01493004,-0.10775373,-0.03983666,0.04254971,-0.71979099,59.29000000,-2.00000000,1,1,1189781.04000000,2,0.89249385,CAR_1|ENG_591,ss,1,0,v1,0
b271fae0ab5f50b5,M1,8842.07530000,2a36,1446.15000000,2.20215300,1,0,5.19P,1,1,12.58490000,C,0.09031819,0.02859250,-0.01486916,0.03809343,-0.00443256,0.01843135,-0.01688701,0.02679254,0.02070132,0.09193124,0.04587790,-0.01380119,0.02286537,0.06831418,-0.06211976,0.00828945,-0.04461878,0.05963650,0.16702785,158.25640000,1.64000000,0,0,1710430.62000000,6,0.23945857,CAR_0|ENG_709,sss,0,1,v1,0
ec6bc272479819ea,M4,8548.07280000,9685,1502.76000000,1.55376500,0,1,4.96E,0,0,10.16430000,C,-0.00545244,0.10246796,-0.03851168,0.05609170,0.04180791,0.05032331,0.00163094,0.02209073,0.03622572,-0.08518484,-0.00926931,0.00846714,-0.01690015,0.09235240,0.07664830,0.02194486,0.04715388,0.08350469,-4.83289027,103.22560000,1.80000000,1,1,1051752.96000000,4,0.36523106,CAR_6|ENG_331,ss,0,1,v2,0
379a0dfef7ffc26e,M1,8142.49730000,9685,1491.42000000,0.44742200,1,0,5.07P,1,1,12.58430000,C,0.03896296,0.02827712,0.06626645,0.01941672,-0.00516079,0.01288147,0.00539463,-0.01405051,0.03923427,0.09442796,0.06121075,-0.01957998,0.01010955,0.10221444,-0.08795358,-0.00412315,-0.03784660,0.06676607,-2.24800886,158.25640000,1.48000000,0,0,1719484.41000000,5,0.36523106,CAR_0|ENG_709,sss,1,1,v3,1
5e62fd815f1c64b9,M2,9935.39860000,f09d,831.17000000,0.58417200,0,1,4.57P,0,0,7.69830000,A,0.02560499,-0.13359847,0.03801755,-0.02736848,-0.04562257,-0.14343549,-0.03929847,-0.04512186,-0.02386563,-0.11896051,-0.10975534,-0.04280678,0.03705619,-0.06489253,-0.04227395,-0.10375782,0.00949672,0.03625818,-0.26540692,59.29000000,1.60000000,1,1,1191834.40000000,4,0.11627017,CAR_1|ENG_591,ss,1,0,v13,1
871844e7e0dceb7f,M2,2537.48300000,f09d,1181.47000000,1.23346500,0,1,4.76E,0,1,10.20560000,B,-0.03768044,0.08404847,0.02096440,-0.00885442,0.02796215,0.06470666,-0.01751483,-0.00755835,-0.03064165,0.03558146,0.02408140,0.05574238,-0.02610406,0.06682765,0.07313997,0.00670662,0.05194086,0.05649302,0.53720329,104.24410000,-0.56000000,1,1,1331693.07000000,6,0.11627017,CAR_2|ENG_262,ss,0,1,v1,0
ab46c36b599f1b7c,M2,1663.96680000,9685,788.77000000,0.04176700,0,1,4.6P,0,0,7.69950000,A,-0.03433287,-0.15768606,0.01820763,0.02074990,-0.00940266,-0.14430356,-0.01671169,0.03211450,0.01134780,-0.08060076,-0.03981184,-0.09076383,-0.04951061,-0.04825114,-0.01401684,-0.09519140,-0.04165550,0.03770851,-0.33690838,59.29000000,0.00000000,1,1,1183353.42000000,4,0.36523106,CAR_1|ENG_591,ss,1,0,v13,0
a082a9ef9d997efa,M2,2309.78900000,1d96,801.34000000,0.05434000,0,1,4.55P,0,0,7.69770000,A,-0.03832571,-0.09192921,-0.04076403,0.00992130,-0.04167332,-0.08113090,-0.02201320,-0.02816982,-0.04311095,-0.11631259,-0.06187946,-0.05574638,0.04462676,-0.07443773,-0.06828322,-0.09811930,0.03710563,0.02780581,-0.92925210,59.29000000,-2.00000000,1,1,1185868.04000000,2,0.47098715,CAR_1|ENG_591,ss,1,0,v10,0
226dcb51834b4d15,M2,7993.81190000,f09d,1243.95000000,1.19595000,0,1,4.74E,0,0,10.20530000,B,-0.00099121,0.05998696,-0.04165409,-0.04042597,0.03218295,0.03565123,0.02400209,-0.05290604,-0.06215327,0.07494241,0.01282363,0.02947771,0.04507978,0.06222768,0.09156919,0.06993414,0.02222766,0.06464845,0.71508900,104.24410000,-0.68000000,1,1,1344189.94000000,4,0.11627017,CAR_2|ENG_262,ss,0,1,v3,1
